"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","cluster","Region"
-0.894268398940926,0.454088101180646,-0.275508898918597,-0.100703738294566,-0.667458032657861,0.406970153356269,1.35036386807888,1.00550260824835,0.120325007529372,0.0279059735970986,-0.139746203606029,-0.0179570204755834,0.200852960068344,-0.163987526897391,-0.317592140199205,0.179088615768846,-0.0249600610219971,0.00320268702731911,0.18298655365812,0.246271218655062,0.0289545351611148,0.0752685311942606,-0.0405837562577219,-0.0573497672443429,0.0314620040597136,0.0494553922546189,0.00448963350045444,0.00195296599285827,-0.00324942807452007,"1","Central America & Caribbean"
-0.89647869234268,0.462692063003035,-0.284629394008375,-0.102072420361716,-0.674802605472249,0.401933339812042,1.35665814834817,1.00809943474956,0.121296744028085,0.0275811044125326,-0.140343131733513,-0.0200738053159711,0.202825524472671,-0.169916618578727,-0.316605233110253,0.176621789817606,-0.0240716148760247,0.00142402496805354,0.181362137943053,0.24389671690898,0.0250545284490862,0.0742543720875358,-0.0421029913999189,-0.0572372332759175,0.0311580879041328,0.0497129055006299,0.00452073155708281,0.00201259439079953,-0.00326214212233048,"1","Central America & Caribbean"
-0.892014700069149,0.46372221348941,-0.300865136724831,-0.104423941391137,-0.693292705833443,0.358433695298773,1.35044329339081,1.00546429636024,0.124058502963318,0.0234127191285544,-0.139235352493916,-0.0244854974766034,0.204311875234918,-0.161996897360327,-0.320725253065442,0.180020685552715,-0.0258999775552872,0.00199254614617806,0.182403950321353,0.247081989757695,0.028687497759201,0.0756257993643652,-0.0411689089854146,-0.0562928698337118,0.0314754665241915,0.0505027301639857,0.00465279961082294,0.00202124833622096,-0.00323689908261956,"1","Central America & Caribbean"
-0.86224898990538,0.482559404030757,-0.330838117626546,-0.0949088246924259,-0.769492713340024,0.123907330610151,1.26495791427676,0.952693014314809,0.143745618814666,0.0140874142927417,-0.147343722947983,-0.0159537799185037,0.189305276091801,-0.0870725067028748,-0.349114901711089,0.214352489313675,-0.0341469136317238,0.0226020285731696,0.196642779979288,0.276060513724228,0.077818508766198,0.103665233783625,-0.0289926842821335,-0.0527811114378807,0.0343930624847353,0.0519607746547889,0.00683287094017069,0.00163423713620193,-0.00311942659293439,"1","Central America & Caribbean"
-0.867365146546243,0.484442827146393,-0.333220907696087,-0.0962679444483896,-0.774981415786468,0.1155437590413,1.27398265817242,0.95734307998568,0.143192486440269,0.0193107911737202,-0.15016336521805,-0.00864228866760143,0.188095007523585,-0.08649123042535,-0.350235258163814,0.212672094489039,-0.0360032967163941,0.0253678812728177,0.197134496805881,0.278761909060673,0.0753386105677897,0.101363753897292,-0.0297980052579615,-0.0550928658375428,0.0341087327719262,0.0521739451384092,0.00507436493721994,0.00168446937828474,-0.00325746447075648,"1","Central America & Caribbean"
-0.898498630912732,0.496162703888301,-0.414153151633693,-0.137581519863516,-0.812583899300812,-0.00809235277552339,1.19746318957787,0.913444723368456,0.154006070224908,0.0274441094380585,-0.155401479250232,-0.0145826193396653,0.214801923065217,-0.181263823974938,-0.308860558904143,0.173109932962505,-0.029234279185442,-0.00371685813296935,0.176759050627093,0.238661636832444,0.0122287299161166,0.0629721271496262,-0.0478960280827341,-0.0551568885663651,0.0285078707846749,0.051478645214177,0.0041782897561425,0.00195459858286912,-0.00330514035350984,"1","Central America & Caribbean"
-0.900861212613051,0.441008084793254,-0.263812132169476,-0.100429574398203,-0.632616515190593,0.611685455067011,1.4945756828216,1.09737512672239,0.0988661937525657,0.0224429335423648,-0.131456076142533,-0.0307364383382521,0.207058832914882,-0.193196915862904,-0.309003387081715,0.169139713453765,-0.0167415815426599,-0.00668162971018352,0.178543710780769,0.232177712612257,0.0108997252334656,0.0688763333983461,-0.0447828614848026,-0.057795607765584,0.031741272704993,0.0488758022834214,0.0063638068026976,0.00245294675263494,-0.00335870301955447,"1","Central America & Caribbean"
-0.89956148018727,0.48907059160681,-0.391348032567643,-0.133368940134764,-0.78642864987026,0.0597092053550037,1.21926669699964,0.927139516350049,0.147669130828784,0.0296281293953813,-0.153454075602231,-0.0137374749859192,0.21362149699131,-0.183200379613598,-0.308678157137942,0.172527588027272,-0.0278057969604909,-0.00254059289362209,0.177473698891261,0.237980657807516,0.0120933016072363,0.0621976547760105,-0.0470044550251902,-0.055054387578402,0.0285031945859642,0.0516181168392998,0.00401553394234907,0.00194409029784269,-0.00334818606478818,"1","Central America & Caribbean"
-0.891155731316215,0.526284507499974,-0.525851889874761,-0.170048274276252,-0.943978265979368,-0.511916248996188,0.927488220172043,0.749757467066992,0.193392354799287,0.0242887326296091,-0.173369934387965,-0.0132072077169261,0.224064913923207,-0.172718770433692,-0.309197901117245,0.178239564902143,-0.0371186784815011,-0.00292179018288417,0.17427587172651,0.24265501332751,0.0154390621951416,0.0601465717065632,-0.0500189026977434,-0.0551567345458262,0.0261159590174915,0.0500705395350273,0.00286761998166445,0.00147487174359951,-0.0029030772266119,"1","Central America & Caribbean"
-0.901619834829325,0.464066958032885,-0.322351714059696,-0.12248356870102,-0.706550598203499,0.278991079557758,1.29810151296662,0.975354448473478,0.126836465328665,0.030832541115282,-0.146682335671774,-0.0206934457967441,0.210870080623014,-0.188495219657492,-0.309825403690675,0.170217763526483,-0.0237635662316959,-0.0022872480557815,0.177980031587389,0.236068729016924,0.0121966728924441,0.0631925691071648,-0.0449313975933666,-0.0570852429714997,0.0294021978509521,0.0497233243489397,0.00418773504756721,0.0020043134344452,-0.00328177502999042,"1","Central America & Caribbean"
